Code,Name,Symptoms,Treatments
227,Injury to the Leg,"bruising,difficulty_walking,pain,swelling","R.I.C.E. (Rest, Ice, Compression, Elevation), pain medications, physical therapy"
228,Hepatic Encephalopathy,"confusion,forgetfulness,personality_changes,tremors","Treating underlying liver disease, medications to manage symptoms, dietary modifications"
229,Bone Cancer,"bone_pain,fatigue,fractures,unexplained_weight_loss","Surgery, chemotherapy, radiation therapy, targeted therapy"
230,Leishmaniasis,"enlarged_spleen_or_liver,fever,skin_sores,weight_loss","Antiparasitic medications, treatment of complications, vector control measures (in endemic areas)"
231,Chagas Disease,"body_aches,fatigue,fever,heart_and_digestive_problems","Antiparasitic medications, medications to manage symptoms, supportive care"
232,Syringomyelia,"chronic_pain,loss_of_sensation,muscle_weakness","Surgical decompression, draining of syrinx (cyst), physical therapy, pain management techniques"
233,Pulmonary Fibrosis,"dry_cough,fatigue,shortness_of_breath","Medications (immunosuppressants, antifibrotic drugs), oxygen therapy, lung transplantation"
234,Mitral Valve Disease,"fatigue,heart_palpitations,shortness_of_breath","Medications, lifestyle changes, surgical repair or replacement of the valve (in severe cases)"
235,Parkinson Disease,"slowness_of_movement,stiffness,tremors","Medications (levodopa, dopamine agonists), physical therapy, deep brain stimulation"
236,Gout,"intense_joint_pain,redness,swelling","Medications (nonsteroidal anti-inflammatory drugs, colchicine), lifestyle changes"
237,Otitis Media,"ear_pain,fever,fluid_drainage_from_the_ear","Antibiotics (if bacterial infection), pain relievers, observation (in some cases)"
238,Myelodysplastic Syndrome,"easy_bruising_or_bleeding,fatigue,frequent_infections","Supportive care, blood transfusions, medications, bone marrow transplantation (in some cases)"
239,Fracture of the Shoulder,"limited_range_of_motion,shoulder_pain,swelling","Immobilization (sling, brace), pain management, physical therapy, surgical intervention (in severe cases)"
240,Acute Kidney Injury,"decreased_urine_output,fatigue,fluid_retention","Treating underlying cause, supportive care, medications to manage complications, dialysis (in severe cases)"
241,Threatened Pregnancy,"abdominal_cramps,pelvic_pain,vaginal_bleeding","Bed rest, medications (progesterone), monitoring, avoiding activities that may stress the pregnancy"
242,Intracranial Abscess,"fever,headache,neurological_deficits","Antibiotics, surgical drainage or removal of the abscess, supportive care"
243,Gum Disease,"bleeding_gums,red,swollen,tender_gums","Oral hygiene practices (brushing, flossing), professional dental cleanings, medications, surgical interventions"
244,Open Wound from Surgical Incision,"discharge_from_the_wound,redness,swelling","Wound care (cleaning, dressing changes), antibiotics (if infection is present), surgical interventions"
245,Gastrointestinal Hemorrhage,"abdominal_pain,bloody_or_black_stools,vomiting_blood","Blood transfusions, endoscopy, surgery (in severe cases), medications to stop bleeding"
246,Seborrheic Dermatitis,"and_oily_patches_of_skin,dandruff,flaky_scalp,itchy,red","Topical antifungal creams or ointments, medicated shampoos, corticosteroid creams"
247,Drug Abuse (Methamphetamine),"decreased_appetite,increased_energy_and_alertness,rapid_heartbeat","Detoxification, counseling, behavioral therapies, support groups, medication-assisted treatment (if applicable)"
248,Torticollis,"and_abnormal_head_positioning,neck_pain,stiffness","Physical therapy exercises, pain relievers, botulinum toxin injections (in severe cases)"
249,Antihypertensives Poisoning,"dizziness,low_blood_pressure,nausea,slow_heart_rate,vomiting","Immediate medical attention, activated charcoal administration, supportive care, specific antidotes"
250,Tension Headache,"mild_to_moderate_head_pain,tightness_or_pressure_sensation_on_both_sides_of_head","Over-the-counter pain relievers, relaxation techniques, stress management"
251,Alcohol Intoxication,"confusion,impaired_coordination,slurred_speech","Supportive care, ensuring hydration, monitoring vital signs, prevention of complications"
252,Scurvy,"fatigue,joint_pain,swollen_and_bleeding_gums","Vitamin C supplementation, dietary changes, oral hygiene maintenance"
253,Narcolepsy,"excessive_daytime_sleepiness,sudden_loss_of_muscle_tone_(cataplexy)","Stimulant medications, antidepressants, lifestyle modifications, scheduled naps"
254,Food Allergy,"difficulty_breathing,gastrointestinal_symptoms,itching,rash,swelling","Avoidance of allergenic food, antihistamines, epinephrine (in severe cases)"
255,Labyrinthitis,"dizziness,ear_pain,hearing_loss,nausea,vertigo","Medications (antibiotics, antivirals), vestibular rehabilitation therapy"
256,Anxiety,"excessive_worrying,increased_heart_rate,panic_attacks,restlessness","Therapy (cognitive-behavioral therapy, psychotherapy), medications (antidepressants, anti-anxiety drugs)"
257,Impulse Control Disorder,"difficulty_resisting_urges,gambling,impulsive_behaviors_(e.g.,stealing)","Psychotherapy, medication (in some cases), support groups, behavioral interventions"
258,Stenosis of the Tear Duct,"excessive_tearing,eye_discharge,recurrent_eye_infections","Tear duct probing, dilation, surgical correction"
259,Abscess of Nose,"discharge_from_the_nose,pain,redness,swelling","Antibiotics, warm compresses, surgical drainage (in severe cases)"
260,Omphalitis,"discharge,foul_odor_around_the_umbilical_area,redness,swelling","Antibiotics, wound care, surgical intervention (in severe cases)"
261,Leukemia,"easy_bleeding_or_bruising,fatigue,frequent_infections,pale_skin","Chemotherapy, radiation therapy, stem cell transplant, targeted therapy, supportive care"
262,Bell Palsy,"drooping_of_the_mouth_or_eyelid,facial_weakness_or_paralysis","Corticosteroids, antiviral medications, eye protection, physical therapy"
263,Conjunctivitis due to Allergy,"itching,redness,swollen_eyelids,watery_discharge","Allergen avoidance, antihistamine eye drops, cold compresses, lubricating eye drops"
264,Drug Reaction,"fever,itching,rash,respiratory_symptoms,swelling","Discontinuation of the offending drug, supportive care, antihistamines, corticosteroids (in severe cases)"
265,Adrenal Cancer,"abdominal_or_back_pain,hormonal_imbalances,unexplained_weight_loss","Surgery (adrenalectomy), chemotherapy, radiation therapy, targeted therapy, hormone replacement therapy"
266,Myopia,"blurred_distance_vision,eyestrain,squinting","Eyeglasses, contact lenses, refractive surgery (LASIK), orthokeratology (for some cases)"
267,Osteoarthritis,"joint_pain,stiffness,swelling","Pain relievers, physical therapy, weight management, assistive devices, surgery (in severe cases)"
268,Thyroid Disease,"dry_skin,fatigue,mood_swings,weight_changes","Medications (thyroid hormone replacement, antithyroid drugs), radioactive iodine therapy, surgery (in some cases)"
269,Pharyngitis,"difficulty_swallowing,sore_throat,swollen_lymph_nodes","Rest, pain relievers, throat lozenges, antibiotics (if bacterial infection), symptomatic relief"
270,Chronic Rheumatic Fever,"fever,heart_inflammation,joint_pain,rash","Antibiotics (to treat streptococcal infections), anti-inflammatory medications, medications for heart complications"
271,Hypocalcemia,"muscle_cramps,numbness_or_tingling_in_fingers_or_around_the_mouth","Calcium and vitamin D supplements, treating underlying causes, intravenous calcium (in severe cases)"
272,Macular Degeneration,"blind_spots,blurred_or_distorted_central_vision","Vision aids, medications (injections into the eye), laser therapy, photodynamic therapy, surgical intervention"
273,Pneumonia,"chest_pain,cough,difficulty_breathing,fever","Antibiotics, antiviral medications (if applicable), rest, fluids, symptomatic relief"
274,Cold Sore,"painful_blisters_on_the_lips_or_around_the_mouth,small","Antiviral medications (topical or oral), pain relievers, antiviral creams, self-care measures"
275,Premature Ventricular Contractions (PVCs),"lightheadedness,palpitations,skipped_or_extra_heartbeats","Monitoring (in most cases), lifestyle changes, medications (beta-blockers, antiarrhythmics)"
276,Chancroid,"painful_ulcers_or_sores_on_the_genital_area,swollen_lymph_nodes_in_the_groin","Antibiotics (such as azithromycin or ceftriaxone), pain management, warm compresses, good hygiene"
277,Testicular Cancer,"changes_in_testicular_size_or_shape,lump_or_swelling_in_the_testicles,pain_or_discomfort","Surgery (orchiectomy), chemotherapy, radiation therapy, surveillance (for some cases)"
278,Hydrocephalus,"cognitive_or_developmental_problems,enlarged_head_in_infants,headache,nausea,vomiting","Shunt placement (to divert excess cerebrospinal fluid), endoscopic third ventriculostomy, medication (in some cases)"
279,Breast Cancer,"breast_lump,breast_pain,changes_in_breast_size_or_shape,nipple_changes","Surgery (lumpectomy or mastectomy), radiation therapy, chemotherapy, hormone therapy, targeted therapy"
280,Anemia due to Malignancy,"fatigue,pale_skin,shortness_of_breath,weakness","Treating underlying malignancy, blood transfusions, medications (erythropoiesis-stimulating agents, iron supplements)"
281,Esophageal Varices,"black,swollen_blood_vessels_in_the_esophagus,tarry_stools,vomiting_blood","Medications (beta-blockers, vasoconstrictors), endoscopic therapies, band ligation, transjugular intrahepatic portosystemic shunt (TIPS), surgical interventions"
282,Endometrial Cancer,"abnormal_vaginal_bleeding,changes_in_bowel_or_bladder_habits,pelvic_pain_or_discomfort","Surgery (hysterectomy), radiation therapy, chemotherapy, hormone therapy"
283,Cystic Fibrosis,"persistent_cough_with_thick_mucus,poor_growth_or_weight_gain,recurrent_lung_infections,salty-tasting_skin","Medications (mucus-thinning drugs, bronchodilators), chest physical therapy, enzyme supplements, lung transplant (in severe cases)"
284,Intertrigo,"itching_or_burning_sensation,or_inflamed_skin_in_skin_folds_(such_as_armpits_or_groin),raw,red","Keeping the affected area clean and dry, applying topical antifungal or antibacterial creams, using barrier creams"
285,Parathyroid Adenoma,"bone_pain,fatigue,frequent_urination,kidney_stones,weakness","Surgical removal of the adenoma (parathyroidectomy), medications to manage calcium levels"
286,Glucocorticoid Deficiency,"abdominal_pain,fatigue,low_blood_pressure,weakness,weight_loss",Hormone replacement therapy with glucocorticoid medications
287,Temporomandibular Joint Disorder,"clicking_or_popping_sounds_in_the_jaw_joint,difficulty_chewing_or_opening_the_mouth,jaw_pain_or_tenderness","Self-care measures (rest, applying heat or cold, jaw exercises), pain medications, physical therapy, oral splints"
288,Wilson Disease,"abdominal_pain_or_swelling,difficulty_speaking_or_walking),fatigue,jaundice,neurological_symptoms_(tremors","Medications to remove copper from the body (chelators), dietary changes, liver transplant (in severe cases)"
289,Vesicoureteral Reflux,"bedwetting_(in_children),frequent_urinary_tract_infections,high_blood_pressure_(in_severe_cases),urinary_urgency_or_frequency","Antibiotics, bladder training exercises, surgical correction (in some cases)"
290,Vitamin A Deficiency,"dry_eyes,dry_or_rough_skin,night_blindness,poor_wound_healing,weakened_immune_system","Vitamin A supplementation, dietary changes to include foods rich in vitamin A"
291,Gonorrhea,"abnormal_discharge_from_the_genitals,painful_urination,pelvic_pain","Antibiotics (dual therapy with ceftriaxone and azithromycin), safe sexual practices, partner notification"
292,Fracture of the Rib,"chest_pain,difficulty_breathing,tenderness_or_swelling_over_the_ribcage","Pain management, rest, immobilization (splinting or bracing), physical therapy"
293,Ependymoma,"changes_in_coordination_or_balance,headaches,nausea,seizures","Surgery, radiation therapy, chemotherapy, targeted therapy, rehabilitation"
294,Hepatitis due to a Toxin,"abdominal_pain,fatigue,jaundice,nausea,vomiting","Supportive care, removal or avoidance of the toxic substance, management of symptoms"
295,Vaginal Cyst,"discomfort_or_pain_during_intercourse,small_lump_or_swelling_in_the_vaginal_wall","Observation (if asymptomatic), warm compresses, sitz baths, surgical removal (if necessary)"
296,Chronic Knee Pain,"limited_range_of_motion,persistent_knee_pain,stiffness,swelling","Pain management, physical therapy, lifestyle modifications, knee braces or supports"
297,Pinguecula,"usually_near_the_cornea,yellowish_or_white_growth_on_the_conjunctiva_(eye's_surface)","Artificial tears, lubricating eye drops, sunglasses for UV protection, surgical removal (in severe cases)"
298,Hypergammaglobulinemia,"elevated_levels_of_gamma_globulins_in_the_blood,may_be_asymptomatic_or_associated_with_other_underlying_conditions","Treatment of underlying cause or associated condition, immunosuppressive therapy (in some cases)"
299,Pituitary Disorder,"including_hormonal_imbalances,various_symptoms_depending_on_the_specific_disorder","Treatment depends on the specific pituitary disorder and may involve medications, surgery, hormone replacement therapy"
300,Kidney Stone,"blood_in_the_urine,frequent_urination,severe_pain_in_the_side_or_back","Pain management, increased fluid intake, medication to facilitate stone passage, minimally invasive procedures or surgery"
301,Autism,"challenges_with_social_interaction,communication_difficulties,restricted_interests_or_repetitive_behaviors","Behavioral therapy, educational interventions, speech and language therapy, medications for associated symptoms"
302,Cat Scratch Disease,"fatigue,fever,headache,rash,swollen_lymph_nodes","Antibiotics (azithromycin, doxycycline), pain management, supportive care"
303,Chronic Glaucoma,"eye_pain_or_discomfort,gradual_vision_loss,halos_around_lights,peripheral_vision_impairment","Eye drops (to reduce intraocular pressure), oral medications, laser therapy, surgery (trabeculectomy, implantable devices), regular eye exams"
304,Retinal Detachment,"curtain-like_shadow_over_vision,flashes_of_light,floaters_(spots_or_cobweb-like_shapes_in_vision),sudden_vision_loss","Surgical intervention (pneumatic retinopexy, scleral buckle, vitrectomy), laser therapy, cryotherapy, gas or silicone oil injection, positioning, regular eye exams"
305,Aplastic Anemia,"fatigue,frequent_infections,pale_skin,prolonged_bleeding_or_bruising,rapid_or_irregular_heartbeats,shortness_of_breath","Blood transfusions, bone marrow-stimulating medications, immunosuppressive therapy, stem cell transplant (in severe cases), supportive care"
306,Overflow Incontinence,"frequent_or_constant_dribbling_of_urine,inability_to_completely_empty_the_bladder,weak_urine_stream","Bladder training exercises, double voiding, catheterization, medications (alpha-blockers, anticholinergics), surgery (in severe cases), lifestyle modifications"
307,Rabies,"anxiety,confusion,difficulty_swallowing,fatigue),flu-like_symptoms_(fever,hallucinations,headache","Immediate medical attention (post-exposure prophylaxis), wound care, administration of rabies vaccine and immunoglobulin, supportive care, monitoring and management of symptoms"
308,Hemolytic Anemia,"fatigue,jaundice,pale_skin,shortness_of_breath,weakness","Treatment of underlying cause, blood transfusions, medications (immunosuppressants, corticosteroids), splenectomy (in some cases), supportive care, folic acid or iron supplementation"
309,Lateral Epicondylitis (Tennis Elbow),"difficulty_with_forearm_movements,pain_or_tenderness_on_the_outer_side_of_the_elbow,weak_grip_strength","Rest, ice or cold therapy, compression, elbow brace or strap, pain relievers, physical therapy exercises, corticosteroid injections (in severe cases), ergonomic modifications"
310,Syphilis,"and_other_organs,brain,fever,latent_stage:_no_symptoms,primary_stage:_painless_sores_(chancre)_at_the_site_of_infection,secondary_stage:_skin_rash,sore_throat,swollen_lymph_nodes,tertiary_stage:_severe_complications_affecting_the_heart","Antibiotics (usually penicillin), treatment of complications, regular follow-up and testing"
311,Diabetic Kidney Disease,"fatigue,high_blood_pressure,increased_need_to_urinate,loss_of_appetite,nausea,swelling_in_the_legs_and_ankles","Blood pressure control, blood sugar control, medications to protect the kidneys (such as ACE inhibitors or ARBs), lifestyle modifications (healthy diet, regular exercise, quitting smoking), management of underlying diabetes, treatment of complications (such as dialysis or kidney transplantation in advanced stages)"
312,Nose Disorder,"facial_pain_or_pressure,loss_of_smell,nasal_congestion,runny_nose,sneezing","Treatment depends on the underlying cause (such as allergies, sinusitis, or nasal polyps), and may include medications (such as decongestants, antihistamines, nasal sprays), saline nasal irrigation, steam inhalation, allergy management, antibiotics (if bacterial infection is present), surgical intervention (in some cases)"
313,Drug Withdrawal,"anxiety,drug_cravings,insomnia,irritability,nausea,restlessness,sweating,tremors,vomiting","Gradual tapering of the drug under medical supervision, medications to manage withdrawal symptoms (such as benzodiazepines, clonidine, or buprenorphine), behavioral therapy, support groups, counseling, rehabilitation programs"
314,Dental Caries,"bad_breath,dark_spots_on_the_teeth,tooth_sensitivity,toothache,visible_pits_or_holes_in_the_teeth","Dental fillings, crowns, root canal treatment, tooth extraction (in severe cases), oral hygiene practices (brushing and flossing), regular dental check-ups, fluoride treatments, dietary modifications (reducing sugary and acidic foods and drinks), dental sealants (for prevention), education on proper oral care"
315,Hypercholesterolemia,"chest_pain_or_angina,fatty_deposits_(xanthomas)_on_the_skin_or_tendons,heart_attacks,high_levels_of_cholesterol_in_the_blood,strokes","Lifestyle modifications (healthy diet, regular exercise, weight management, smoking cessation), medications to lower cholesterol levels (such as statins), regular monitoring of cholesterol levels, management of underlying conditions (such as diabetes or high blood pressure), potential additional treatments (such as bile acid sequestrants or PCSK9 inhibitors)"
316,Fracture of the Patella,"bruising,deformity,difficulty_straightening_or_bending_the_knee,severe_pain,swelling","Immobilization (splint, cast, or brace), pain management, physical therapy, exercises to restore mobility and strength, potential surgical intervention (in severe cases or if displacement is present)"
317,Kidney Failure,"chest_pain,confusion,decreased_urine_output,fatigue,fluid_retention,nausea,seizures,shortness_of_breath","Treatment depends on the underlying cause and may include medications to manage blood pressure and symptoms, dietary modifications (restricting salt, protein, and potassium), dialysis (hemodialysis or peritoneal dialysis) or kidney transplantation (in end-stage kidney failure), treatment of complications, management of fluid and electrolyte balance, lifestyle modifications (exercise, quitting smoking, healthy diet)"
318,Fracture of the Neck,"difficulty_moving_or_turning_the_head,numbness_or_weakness_in_the_arms_or_legs,severe_neck_pain,swelling,tenderness","Immobilization (cervical collar, brace), pain management, potential surgical intervention (in severe cases)"
319,Muscle Spasm,"involuntary_muscle_contractions,limited_range_of_motion,muscle_pain,stiffness,sudden","Stretching and relaxation exercises, heat or cold therapy, over-the-counter pain relievers, muscle relaxants, physical therapy, lifestyle modifications"
320,Hemophilia,"excessive_bleeding_and_bruising,prolonged_bleeding_from_wounds_or_after_dental_work_or_surgery,spontaneous_bleeding_in_joints_or_muscles","Replacement therapy with clotting factor concentrates, medications to control bleeding, physical therapy, joint protection measures, genetic counseling and testing for family members"
321,Hyperosmotic Hyperketotic State,"confusion,excessive_thirst,fatigue,frequent_urination,fruity_breath_odor,increased_blood_sugar_levels,increased_ketone_production","Insulin therapy to regulate blood sugar levels, intravenous fluids to correct dehydration, electrolyte replacement, correction of underlying causes (e.g., diabetes management)"
322,Peritonsillar Abscess,"difficulty_swallowing,fever,neck_pain_or_stiffness,severe_sore_throat,swollen_tonsils,voice_changes","Antibiotics to treat infection, drainage of the abscess (needle aspiration or incision and drainage), pain relievers, warm saltwater gargles, rest, fluids, surgical removal of the tonsils (in chronic or recurrent cases)"
323,Gastroparesis,"abdominal_pain,bloating,early_satiety,nausea,poor_appetite,vomiting","Dietary modifications (small, frequent meals; low-fiber, low-fat diet), medication to promote gastric emptying, managing underlying cause if possible"
324,Fat Embolism,"chest_pain,confusion,neurological_symptoms,petechial_rash_(small_red_or_purple_spots),respiratory_distress","Supportive care (oxygen therapy, fluid resuscitation), managing symptoms (pain medication, anticoagulants), treatment of underlying cause if possible"
325,Polycythemia Vera,"dizziness,enlarged_spleen,fatigue,headache,increased_red_blood_cell_count,itching","Phlebotomy (removal of blood), medication (hydroxyurea, interferon), low-dose aspirin, managing complications (blood thinners, medication for itching)"
326,Thrombocytopenia,"easy_bruising,excessive_menstrual_bleeding,nosebleeds,petechiae_(red_or_purple_spots_on_the_skin),prolonged_bleeding_from_cuts","Treatment of underlying cause, platelet transfusion (if severe), medication (corticosteroids, immunosuppressants), avoiding medications that can worsen platelet counts"
327,Head and Neck Cancer,"difficulty_swallowing,ear_pain,neck_mass,persistent_sore_throat,voice_changes,weight_loss","Treatment depends on the specific type and stage of cancer, and may include surgery, radiation therapy, chemotherapy, targeted therapy, immunotherapy"
328,Pseudohypoparathyroidism,"hypocalcemia_(low_calcium_levels),rounded_face,short_stature,tetany_(muscle_spasms)","Calcium and vitamin D supplementation, management of complications, hormone replacement therapy (if necessary)"
329,Goiter,"difficulty_swallowing_or_breathing,enlarged_thyroid_gland_in_the_neck,swelling_or_visible_protrusion","Treatment depends on the underlying cause (medication, radioactive iodine therapy, surgery)"
330,Urge Incontinence,"intense_urge_to_urinate_followed_by_involuntary_urine_leakage,sudden","Behavioral therapies (bladder training, pelvic floor exercises), medications (anticholinergics, beta-3 agonists), medical devices"
331,Edward Syndrome,"developmental_delays,distinct_facial_features_(small_jaw,heart_defects,intellectual_disability,low-set_ears)","Supportive care, addressing associated medical issues, early intervention programs, palliative care"
332,Muscular Dystrophy,"difficulty_walking_or_moving,muscle_wasting,progressive_muscle_weakness_and_degeneration","Supportive care, physical therapy, assistive devices, medications for symptom management, gene therapies (in some cases)"
333,Mittelschmerz,lower_abdominal_pain_and_discomfort_occurring_around_the_time_of_ovulation,"Pain management (over-the-counter pain relievers, heat therapy), hormonal birth control (if severe or recurrent)"
334,Corneal Abrasion,"eye_pain,foreign_body_sensation,redness,sensitivity_to_light","Eye patching, lubricating eye drops, antibiotic ointments (if infected), avoiding further eye irritation"
335,Anemia of Chronic Disease,"decreased_exercise_tolerance,fatigue,pale_skin,shortness_of_breath,weakness","Treating the underlying chronic disease, addressing nutritional deficiencies, blood transfusions (in severe cases)"
336,Dysthymic Disorder,"changes_in_sleep_and_appetite),lack_of_interest,lasting_for_at_least_two_years,persistent_depressive_symptoms_(low_mood","Psychotherapy (cognitive-behavioral therapy, interpersonal therapy), antidepressant medications"
337,Scarlet Fever,"fever,rash_(red,sandpaper-like),sore_throat,swollen_glands","Antibiotics (such as penicillin or erythromycin), rest, fluids, symptomatic relief"
338,Hypertensive Heart Disease,"chest_pain_or_discomfort,fatigue,high_blood_pressure,shortness_of_breath","Medications (antihypertensives), lifestyle changes (healthy diet, exercise, stress management), treatment of underlying conditions"
339,Drug Abuse (Barbiturates),"confusion,drowsiness,respiratory_depression,sedation,slurred_speech","Medical detoxification, supportive care, counseling, rehabilitation programs"
340,Polycystic Ovarian Syndrome,"acne,excessive_hair_growth,irregular_periods,ovarian_cysts,weight_gain","Lifestyle changes (diet, exercise, weight management), hormonal contraceptives, fertility treatments (if needed)"
341,Encephalitis,"confusion,fever,headache,neurological_symptoms,seizures","Hospitalization, antiviral medications (if caused by a viral infection), supportive care"
342,Cyst of the Eyelid,"painful_lump_or_swelling_on_the_eyelid,redness,tenderness","Warm compresses, good eyelid hygiene, antibiotic ointments (if infected), surgical removal (if necessary)"
343,Balanitis,"inflammation_of_the_glans_penis_(tip_of_the_penis),pain,redness,swelling","Good hygiene, topical antifungal or antibacterial creams, corticosteroid creams (if severe), treating underlying causes"
344,Foreign Body in the Throat,"difficulty_swallowing_or_speaking,sensation_of_a_foreign_object_stuck_in_the_throat","Immediate medical attention, removal of the foreign body, evaluation for any complications"
345,Drug Abuse (Cocaine),"dilated_pupils,euphoria,high_blood_pressure,increased_energy,rapid_heart_rate,risk_of_heart_attack_or_stroke","Medical detoxification, counseling, behavioral therapies, support groups"
346,Optic Neuritis,"color_vision_impairment,eye_pain_with_eye_movement,flashing_lights_or_floaters,vision_loss_or_blurry_vision","High-dose intravenous corticosteroids, treatment of underlying cause, symptom management, visual rehabilitation"
347,Intestinal Malabsorption,"abdominal_pain_or_bloating,chronic_diarrhea,failure_to_thrive,fatigue,minerals),nutrient_deficiencies_(vitamins,weight_loss","Dietary modifications (specific to the underlying cause), supplementation of deficient nutrients, medications (to manage symptoms or underlying condition), treatment of underlying cause"
348,Lead Poisoning,"abdominal_pain,anemia,developmental_delays_(in_children),fatigue,joint_pain,memory_loss_or_cognitive_difficulties","Removal of lead source, chelation therapy (in severe cases), supportive care, medication to manage symptoms, addressing complications (such as anemia)"
349,Viral Warts,"may_appear_in_clusters_or_as_single_lesions,rough_growths_on_the_skin_or_mucous_membranes,small,typically_painless","Topical treatments (salicylic acid, cryotherapy), laser therapy, surgical removal, immune therapy (for persistent or recurrent cases)"
350,Hyperhidrosis,"excessive_sweating_(beyond_what_is_necessary_for_temperature_regulation),may_interfere_with_daily_activities,soles,typically_in_specific_areas_(such_as_palms,underarms)","Antiperspirants, medications (anticholinergics, beta blockers), iontophoresis, Botox injections, surgical interventions (sympathectomy, sweat gland removal)"
351,Stroke,"arm,confusion,or_leg_(typically_on_one_side_of_the_body),severe_headache,sudden_numbness_or_weakness_of_the_face,trouble_speaking_or_understanding","Emergency medical attention, medication (clot-busting drugs, anticoagulants), supportive care, rehabilitation (physical therapy, speech therapy), lifestyle modifications (diet, exercise, smoking cessation), addressing underlying risk factors"
352,Pilonidal Cyst,"abscess_formation,drainage_of_pus_or_blood,pain_or_discomfort_in_the_tailbone_area,redness,swelling","Warm compresses, pain management, antibiotics (for infection), incision and drainage, surgical removal or excision, wound care, lifestyle modifications to prevent recurrence"
353,Crushing Injury,"bruising,deformity,difficulty_moving_or_using_the_affected_area,severe_pain,swelling","Emergency medical attention, immobilization, pain management, surgery (to repair or reconstruct affected tissues), rehabilitation (physical therapy, occupational therapy)"
354,Normal Pressure Hydrocephalus,"cognitive_decline_or_dementia-like_symptoms,gait_disturbances,urinary_incontinence","Ventriculoperitoneal shunt placement, medication management for symptoms"
355,Alopecia,"hair_loss_or_balding,patchy_or_generalized_hair_loss","Topical medications (minoxidil), oral medications (finasteride), steroid injections, hair transplant surgery, wigs or hairpieces"
356,Hashimoto Thyroiditis,"constipation,depression,dry_skin,fatigue,muscle_aches_and_stiffness,sensitivity_to_cold,weight_gain","Thyroid hormone replacement (levothyroxine), monitoring and management of symptoms"
357,Flat Feet,"difficulty_with_foot_and_ankle_movement,foot_fatigue,foot_pain_or_achiness,swelling","Supportive footwear, orthotic inserts, physical therapy exercises, pain management, surgery (in severe cases)"
358,Nonalcoholic Liver Disease (NASH),"abdominal_swelling_or_pain,elevated_liver_enzymes,enlarged_liver,fatigue,insulin_resistance","Lifestyle changes (weight loss, healthy diet, regular exercise), management of underlying conditions, medication as needed"
359,Hemarthrosis,"joint_swelling,limited_range_of_motion,pain,warmth","RICE method (Rest, Ice, Compression, Elevation), pain management, joint aspiration or drainage (in severe cases)"
360,Pelvic Organ Prolapse,"bowel_movement_difficulties,discomfort_or_pain_during_intercourse,pelvic_pressure_or_heaviness,urinary_incontinence","Pelvic floor exercises, pessary use, hormone therapy, surgical repair (in severe cases)"
361,Fracture of the Arm,"bruising,deformity,limited_mobility_or_difficulty_moving_the_arm,pain,swelling","Immobilization (cast or splint), pain management, physical therapy, surgery (in complex fractures)"
362,Coagulation (Bleeding) Disorder,"easy_bruising,excessive_bleeding_from_minor_cuts_or_abrasions,frequent_nosebleeds,heavy_menstrual_bleeding,prolonged_bleeding_after_injury_or_surgery","Blood transfusions, clotting factor replacement therapy, medications to stimulate clotting, lifestyle modifications, surgery (in some cases)"
363,Intracranial Hemorrhage,"changes_in_vision,loss_of_consciousness,nausea_or_vomiting,seizures,severe_headache","Emergency medical attention, surgery (if needed), medications to control bleeding and manage symptoms"
364,Hyperkalemia,"irregular_heartbeat_or_palpitations,muscle_weakness_or_fatigue,nausea_or_vomiting,numbness_or_tingling","Treatment of underlying cause, medications to reduce potassium levels, dietary modifications, dialysis (in severe cases)"
365,Cornea Infection,"blurred_or_decreased_vision,eye_redness,increased_sensitivity_to_light,pain_or_discomfort","Antibiotic or antifungal eye drops, oral medications, supportive care, possible corneal transplant (in severe cases)"
366,Abscess of the Lung,"chest_pain,cough_with_phlegm_or_pus,fatigue,fever,shortness_of_breath","Antibiotics, drainage or surgical removal of the abscess, supportive care, management of underlying lung conditions"
367,Dengue Fever,"bleeding_tendencies,high_fever,joint_and_muscle_pain,nausea_or_vomiting,rash,severe_headache","Supportive care (hydration, pain relievers, rest), monitoring, medical attention for severe cases (fluid replacement, blood transfusion, hospitalization)"
368,Chronic Sinusitis,"cough,facial_pain_or_pressure,fatigue,nasal_congestion,postnasal_drip,thick_nasal_discharge","Saline nasal irrigation, nasal corticosteroids, antibiotics (in bacterial cases), decongestants, pain relievers, surgery (in severe or chronic cases)"
369,Cholesteatoma,"dizziness_or_vertigo,ear_drainage,ear_pain,hearing_loss,tinnitus","Surgical removal, antibiotics (for associated infections)"
370,Volvulus,"abdominal_pain,bloating,bloody_stool,constipation,nausea,vomiting",Emergency surgery to untwist the affected organ and restore blood flow
371,Injury to the Finger,"bruising,deformity,difficulty_gripping_or_using_the_finger,pain,restricted_range_of_motion,swelling","RICE method (Rest, Ice, Compression, Elevation), splinting, pain medication, physical therapy, surgery (in severe cases)"
372,Poisoning due to Analgesics,"abdominal_pain,confusion,dizziness,liver_or_kidney_damage,nausea,respiratory_distress,vomiting","Immediate medical attention, activated charcoal administration, supportive care, antidote (if available), treatment for complications"
373,Atrial Fibrillation,"chest_pain_or_discomfort,dizziness_or_lightheadedness,fatigue,irregular_or_rapid_heartbeat,palpitations,shortness_of_breath","Medications (antiarrhythmics, anticoagulants), electrical cardioversion, catheter ablation, lifestyle changes"
